"Authors","Author full names","Author(s) ID","Title","Year","Link","EID"
"De Sena B.B.V.; Freire R.C.S.","De Sena, Bremmer Bernardo Vasconcelos (55502073300); Freire, Raimundo Carlos Silverio (36979704500)","55502073300; 36979704500","Criteria for the use of modular networks: Fatigue in composite materials","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870044570&doi=10.1177%2f0021998311434968&partnerID=40&md5=46bd6541441cd2ad47ccf61e926a7037","2-s2.0-84870044570"
"MacHado V.; Neto A.D.D.; De Melo J.D.","MacHado, Vinicius (25626729300); Neto, Adrião Duarte Dória (7102618949); De Melo, Jorge Dantas (55664205300)","25626729300; 7102618949; 55664205300","A neural network multiagent architecture applied to industrial networks for dynamic allocation of control strategies using standard function blocks","2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951171783&doi=10.1109%2fTIE.2009.2031196&partnerID=40&md5=9dbf1ce90880bfc290b325d435755e16","2-s2.0-77951171783"
"De Araújo W.C.; Lins H.W.C.; Medeiros J.L.G.; D'Assunção A.G.","De Araújo, Wellington C. (55203798600); Lins, Hertz W. C. (57222580164); Medeiros, Joêmia L. G. (24734326100); D'Assunção, Adaildo G. (7004474343)","55203798600; 57222580164; 24734326100; 7004474343","A bioinspired hybrid optimization algorithm for designing broadband frequency selective surfaces","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891273721&doi=10.1002%2fmop.28043&partnerID=40&md5=3d3e241c6aa400a2027e08848060009a","2-s2.0-84891273721"
"Neto M.C.A.; Araújo J.P.L.; Barros F.J.B.; Silva A.N.; Cavalcante G.P.S.; D'Assunção A.G.","Neto, M. C. Alcantara (59158131000); Araújo, J.P.L. (23395734200); Barros, F.J.B. (56277647500); Silva, A.N. (12753658800); Cavalcante, G.P.S. (35564548700); D'Assunção, A.G. (7004474343)","59158131000; 23395734200; 56277647500; 12753658800; 35564548700; 7004474343","Bioinspired multiobjective synthesis of X-band FSS via general regression neural network and cuckoo search algorithm","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938118000&doi=10.1002%2fmop.29349&partnerID=40&md5=52a4508d2f60295526e60bf11e621d9b","2-s2.0-84938118000"
"Da Silva M.R.; Nõbrega C.D.L.; Silva P.H.D.F.; D'Assunção A.G.","Da Silva, Marcelo R. (24542742600); Nõbrega, Clarissa De L. (55491131300); Silva, Paulo H. Da F. (55488895300); D'Assunção, Adaildo G. (7004474343)","24542742600; 55491131300; 55488895300; 7004474343","Optimization of FSS with Sierpinski island fractal elements using population-based search algorithms and MLP neural network","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896863230&doi=10.1002%2fmop.28214&partnerID=40&md5=ffcea6795e40752d033b8416ed5474ab","2-s2.0-84896863230"
"Reiser R.H.S.; Bedregal B.","Reiser, Renata Hax Sander (8240172800); Bedregal, Benjamín (15520790700)","8240172800; 15520790700","K-operators: An approach to the generation of interval-valued fuzzy implications from fuzzy implications and vice versa","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888644022&doi=10.1016%2fj.ins.2012.12.047&partnerID=40&md5=9931e16ac366928966e8724494007d09","2-s2.0-84888644022"
"Ludermir T.B.; De Souto M.C.P.; De Oliveira W.R.","Ludermir, T.B. (6604058532); De Souto, M.C.P. (6603399100); De Oliveira, W.R. (7006789104)","6604058532; 6603399100; 7006789104","On a hybrid weightless neural system","2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960371247&doi=10.1504%2fIJBIC.2009.022778&partnerID=40&md5=64e1d4ce39c8b9ccb8ec2034feb50b1e","2-s2.0-79960371247"
"Fernandes M.A.C.","Fernandes, Marcelo A. C. (7202947679)","7202947679","Problem-based learning applied to the artificial intelligence course","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975093899&doi=10.1002%2fcae.21717&partnerID=40&md5=e91e71e96fc80ade1604faac4fa2be50","2-s2.0-84975093899"
"De Sousa T.F.B.; Fernandesy M.A.C.","De Sousa, Tiago F.B. (56258397000); Fernandesy, Marcelo A.C. (57220883161)","56258397000; 57220883161","Multilayer perceptron equalizer for optical communication systems","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904857641&partnerID=40&md5=176450f2f5a3adf4e8a7260a10a7fa64","2-s2.0-84904857641"
"Júnior R.C.S.F.; Neto A.D.D.; Aquino E.M.F.D.","Júnior, Raimundo Carlos Silverio Freire (36979704500); Neto, Adrião Duarte Dória (7102618949); Aquino, Eve Maria Freire De (15769091400)","36979704500; 7102618949; 15769091400","Building of constant life diagrams of fatigue using artificialneural networks","2005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244373930&doi=10.1016%2fj.ijfatigue.2005.02.003&partnerID=40&md5=475b9cf4959e3ea527ec890f89883e07","2-s2.0-16244373930"
"Câmara E.C.B.; Freire Jr. R.C.S.","Câmara, Eduardo César Bezerra (54388084300); Freire Jr., Raimundo Carlos Silverio (36979704500)","54388084300; 36979704500","Using neural networks to modeling the transverse elasticity modulus of unidirectional composites","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955180132&doi=10.1016%2fj.compositesb.2011.04.042&partnerID=40&md5=3a87faf65e72f62f605778ce077752d3","2-s2.0-80955180132"
"Bezerra L.C.T.; Goldbarg E.F.G.; Goldbarg M.C.; Buriol L.S.","Bezerra, Leonardo C.T. (37078903900); Goldbarg, Elizabeth F.G. (14033766000); Goldbarg, Marco C. (8873773400); Buriol, Luciana S. (8695687900)","37078903900; 14033766000; 8873773400; 8695687900","Analyzing the impact of MOACO components: An algorithmic study on the multi-objective shortest path problem","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866054240&doi=10.1016%2fj.eswa.2012.07.052&partnerID=40&md5=8c97dc24d910a18c4fb45283681abd60","2-s2.0-84866054240"
"Bedregal B.C.; Santiago R.H.N.","Bedregal, Benjamín Callejas (15520790700); Santiago, Regivan Hugo Nunes (7006674404)","15520790700; 7006674404","Interval representations, Łukasiewicz implicators and Smets-Magrez axioms","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884209908&doi=10.1016%2fj.ins.2012.09.022&partnerID=40&md5=de6b8997815c4744b22fa9ae693ab278","2-s2.0-84884209908"
"Cruz R.M.S.; Da F. Silva P.H.D.; Dassunção A.G.","Cruz, R.M.S. (15924851900); Da F. Silva, P.H.D. (57218888588); Dassunção, A.G. (7004474343)","15924851900; 57218888588; 7004474343","Neuromodeling stop band properties of Koch Island patch elements for FSS filter design","2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349598753&doi=10.1002%2fmop.24795&partnerID=40&md5=43861da32adcf252d5eb85a0db75532a","2-s2.0-70349598753"
"Bedregal B.; Dimuro G.P.; Bustince H.; Barrenechea E.","Bedregal, Benjamín (15520790700); Dimuro, Graçaliz Pereira (6508226260); Bustince, Humberto (55034746100); Barrenechea, Edurne (23090078700)","15520790700; 6508226260; 55034746100; 23090078700","New results on overlap and grouping functions","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883178390&doi=10.1016%2fj.ins.2013.05.004&partnerID=40&md5=85022593b78357981d6d148af3cc60b9","2-s2.0-84883178390"
